Pump_ID,pump_failure_status,inspection_rating,runtime_hours,flow_rate,inlet_pressure,outlet_pressure,vibration_amplitude,bearing_temperature,motor_current,motor_voltage
PMP-004,0,5,1004.6,593.499,1.483,4.083,4.425,344.422,78.158,400.978
PMP-001,0,3,13009.5,583.349,1.555,4.017,3.798,342.168,65.802,400.538
PMP-003,0,4,4005.2,469.43,1.567,4.183,4.612,335.138,61.656,406.007
PMP-004,0,5,1002.6,560.667,1.546,4.242,2.652,336.83,61.115,398.46
PMP-004,0,5,1007.2,552.691,1.558,4.241,3.588,335.296,68.128,401.314
PMP-002,0,3,9006.0,467.192,1.546,4.173,4.699,330.346,62.486,402.133
PMP-001,0,3,13006.6,477.742,1.337,3.809,5.204,326.605,72.416,402.861
PMP-002,1,3,9008.8,528.412,1.551,4.06,6.239,347.396,508.966,377.393
PMP - 004,0,five,1003.0,539.824,1.473,4.15,5.445,332.086,70.21,399.248
PMP-003,0,4,4006.2,541.311,1.686,4.369,4.252,333.507,70.1,398.593
PMP-003,0,4,4000.8,524.813,1.488,4.047,3.233,344.366,74.109,398.223
PMP-002,0,3,9008.5,530.264,1.377,3.632,4.04,337.028,68.592,398.188
PMP-001,0,3,13007.5,559.433,1.645,4.427,3.578,325.787,76.838,405.965
PMP-004,0,5,1007.4,552.983,1.468,4.102,3.082,338.691,78.952,398.95
PMP-004,0,5,1004.5,516.572,1.199,3.497,4.689,337.437,71.638,398.143
PMP-004,0,5,1000.7,511.029,1.586,4.281,3.187,1285.987,74.926,398.913
PMP-004,0,5,1005.1,619.066,1.76,3.908,4.314,327.585,70.554,397.839
PMP-001,0,3,13004.1,500.535,1.564,3.973,2.97,332.562,64.771,401.431
PMP-003,0,4,4001.8,478.976,1.566,4.087,1.936,326.287,62.468,397.057
PMP-001,0,three,13003.3,571.832,1.366,3.786,4.855,340.817,71.371,399.347
PMP-002,0,3,9009.6,486.052,1.633,4.221,1.919,1473.324,74.466,402.134
PMP002,0,3,9006.6,532.181,1.572,3.779,3.767,330.619,72.676,398.361
PMP002,0,3,9006.6,497.908,1.658,4.038,4.465,330.734,61.333,400.045
PMP-003,0,4,4004.4,542.47,1.521,4.157,3.829,330.282,68.703,402.18
PMP-002,0,3,9007.6,550.689,1.538,4.303,3.84,338.641,73.626,398.752
PMP-004,0,5,1006.6,489.467,1.326,4.103,3.505,328.712,63.07,400.115
PMP-003,0,4,4003.8,562.709,1.413,3.873,4.717,332.97,64.159,398.774
PMP-002,0,3,9002.9,542.567,1.554,3.771,4.935,335.946,60.647,398.749
PMP-003,0,4,4005.6,545.176,1.623,4.209,4.007,335.341,74.623,399.783
PMP-003,0,4,4004.4,595.631,1.644,3.701,2.962,345.842,66.861,399.653
PMP-003,0,4,4008.3,492.399,1.611,4.059,2.722,335.59,67.818,397.024
PMP-004,0,5,1001.9,502.864,1.404,3.95,3.954,341.778,73.344,400.197
PMP-004,0,5,1009.0,529.038,1.468,4.012,4.623,338.507,63.68,398.411
PMP-001,0,3,13004.5,540.312,1.517,4.131,5.926,329.38,81.454,400.305
PMP-002,0,3,9002.3,519.081,1.386,4.0,4.832,334.416,70.356,398.382
PMP-004,0,five,1006.8,542.833,1.505,4.028,5.269,340.493,65.064,400.142
PMP-003,0,4,4007.7,559.894,1.459,4.034,4.555,333.109,72.195,401.575
PMP-002,1,3,9004.0,553.498,1.623,4.715,15.733,367.011,79.397,404.242
PMP-002,0,3,9005.7,536.649,1.526,4.177,3.325,324.326,69.195,400.651
PMP-003,0,4,4008.0,527.67,1.465,4.143,5.062,338.36,64.297,402.077
PMP-001,0,3,13003.9,520.544,1.376,3.821,3.885,331.499,72.038,399.867
PMP-001,0,3,13000.8,557.01,1.475,3.748,4.618,337.403,62.251,400.162
PMP-004,0,5,1003.6,578.98,1.558,3.956,5.073,331.53,70.219,400.32
PMP-002,0,3,9009.9,541.99,1.446,3.708,3.255,343.043,71.985,401.57
PMP-001,0,3,13007.0,532.547,1.439,4.301,4.463,338.722,78.913,403.212
PMP-002,0,3,9005.4,592.245,1.41,3.948,2.842,337.107,76.416,400.884
PMP-004,0,5,1007.5,560.56,1.368,3.973,3.771,333.827,73.099,399.527
PMP-003,0,4,4001.4,555.585,1.539,4.444,4.209,323.244,65.375,399.766
PMP-003,0,4,4008.1,604.315,1.408,3.755,4.436,333.978,66.933,398.438
PMP-004,0,5,1002.2,502.227,1.559,3.542,3.521,336.421,71.407,398.036
PMP-002,0,3,9002.6,596.345,1.383,3.631,3.674,334.989,76.152,396.409
PMP-004,0,5,1006.8,625.19,1.435,3.85,2.21,329.952,66.257,399.888
PMP-002,0,3,9008.9,635.373,1.541,3.883,4.214,332.55,344.213,399.472
PMP-002,0,3,9002.4,557.283,1.447,4.214,4.678,335.354,70.168,400.953
PMP-001,0,3,13005.3,582.905,1.618,4.083,2.663,342.871,72.288,398.323
PMP-004,0,5,1002.2,565.298,1.494,4.162,3.447,325.076,70.748,401.23
PMP-002,0,3,9005.5,478.132,1.524,3.848,4.393,330.513,67.91,400.108
PMP-001,0,3,13003.0,468.458,1.494,4.087,4.651,338.222,70.66,397.892
PMP-003,0,four,4000.8,498.416,1.316,3.727,3.692,339.562,71.73,399.113
PMP-002,0,3,9007.0,585.851,1.306,4.091,3.237,335.621,69.477,397.79
PMP-001,0,3,13007.6,571.237,1.451,3.912,3.09,338.514,68.726,402.669
PMP-003,0,4,4005.3,547.659,1.456,4.116,3.456,344.023,61.618,400.668
PMP-004,0,5,1003.8,510.452,1.649,4.191,,333.801,67.064,397.908
PMP-004,0,5,1000.8,634.113,1.415,4.111,3.791,327.992,75.357,401.931
PMP-003,0,4,4007.0,624.376,1.562,4.117,3.235,339.751,65.692,396.794
PMP-004,0,5,1004.3,585.946,1.536,4.31,5.79,341.469,74.367,402.616
PMP-003,0,4,4001.6,514.9,1.58,4.124,3.628,346.246,62.129,401.483
PMP-004,0,5,1002.2,595.362,1.315,4.13,3.809,334.149,64.386,400.133
PMP-004,0,5,1005.4,531.285,1.527,4.069,4.84,333.232,75.022,395.483
PMP-004,0,5,1002.3,556.309,1.605,3.712,5.911,329.927,75.166,400.837
PMP-003,0,4,4006.0,537.16,1.541,4.005,4.346,344.931,,400.023
PMP-004,0,5,1005.5,594.158,1.645,4.036,4.324,339.557,73.055,402.281
PMP-001,0,3,13003.3,524.743,1.644,3.972,3.385,335.072,72.018,401.668
PMP-003,0,4,4006.4,544.433,1.612,4.254,4.303,340.776,69.647,399.815
PMP-002,0,3,9006.0,554.255,1.512,4.015,4.329,330.7,72.206,400.782
PMP-003,0,4,4007.1,561.921,1.526,4.129,4.006,344.388,66.315,398.178
PMP-004,0,5,1008.8,521.356,1.508,4.37,4.422,328.737,74.86,1359.687
PMP-004,0,5,1003.7,551.908,1.315,4.14,2.733,341.509,69.269,401.034
PMP-003,0,4,4008.5,489.662,1.482,4.043,4.1,342.46,61.373,401.149
PMP-002,0,3,9001.4,595.578,1.461,3.949,2.533,340.745,67.316,401.353
PMP-004,0,5,1006.4,596.631,1.434,4.104,4.259,327.861,67.637,398.777
PMP-002,0,3,9007.1,569.293,1.49,3.558,4.331,332.713,67.183,399.721
PMP-001,0,3,13004.7,504.81,1.352,3.486,4.563,333.013,65.435,398.449
PMP-002,0,3,9005.2,534.801,1.542,4.281,4.781,334.698,70.801,400.778
PMP-003,0,4,4000.8,482.025,1.498,4.058,7.253,328.401,76.676,399.773
PMP-004,0,5,1002.6,537.247,1.453,3.81,3.521,330.934,68.813,401.045
PMP003,0,4,4000.0,542.59,1.37,3.983,59.6,338.462,72.846,396.373
PMP-004,0,5,1003.8,512.284,1.55,3.777,4.448,335.925,,400.406
PMP-002,0,3,9001.4,587.724,1.487,3.858,3.165,327.182,74.324,402.802
PMP-004,0,5,1008.6,585.705,1.593,3.977,3.005,326.867,65.526,398.288
PMP-002,0,3,9007.9,573.138,1.69,4.257,2.188,,71.183,402.693
PMP-004,0,5,1001.5,449.6,1.545,3.748,3.766,329.106,69.579,401.429
PMP-003,0,4,4001.3,525.084,1.62,4.283,4.729,334.594,72.132,401.224
PMP-001,1,3,13009.6,217.534,1.573,4.221,6.703,343.036,18.336,386.009
PMP-004,0,5,1006.3,542.798,1.592,3.907,3.543,333.356,63.556,401.417
PMP-003,0,4,4008.2,529.148,1.547,3.881,4.639,,70.839,400.061
PMP-003,0,4,4007.3,486.34,1.443,3.869,3.529,332.913,61.067,403.463
PMP-002,0,3,9003.4,539.719,1.353,3.928,5.223,335.18,78.149,401.798
PMP-004,0,5,1002.6,476.097,1.47,4.007,4.042,341.995,73.811,399.564
PMP-002,0,3,9003.1,521.676,1.499,4.231,5.434,333.468,68.51,401.72
PMP-002,0,3,9002.4,463.396,1.538,4.04,4.53,332.271,70.994,397.508
PMP-001,0,3,13002.5,585.399,1.565,4.014,6.07,330.11,64.223,400.24
PMP-003,0,4,4010.0,640.954,1.63,4.297,4.058,337.877,68.222,402.444
PMP-004,0,5,1007.7,565.215,1.342,4.063,3.821,334.796,67.984,400.665
PMP-001,0,3,13007.5,512.935,1.569,4.361,4.412,331.396,66.789,395.757
PMP-003,0,4,4002.0,611.042,1.537,4.16,4.483,329.408,68.528,402.589
PMP-002,0,3,9000.5,571.673,1.552,4.356,3.077,330.344,61.84,398.88
PMP-004,0,5,1004.5,525.4,1.592,3.707,4.506,333.404,72.162,398.896
PMP-003,0,4,4009.9,553.738,1.668,4.387,4.248,335.454,62.234,403.11
PMP-004,0,5,1006.5,553.149,1.576,4.332,4.705,339.249,72.29,403.02
PMP-003,0,4,4001.3,622.576,1.544,3.559,2.756,331.974,64.86,400.877
PMP-001,0,3,13006.4,531.99,1.554,4.132,2.672,325.771,67.19,397.398
PMP-003,0,4,4002.7,570.46,1.658,4.318,3.379,336.737,64.737,394.998
PMP-002,0,3,9002.5,552.074,1.443,3.579,4.23,337.602,72.088,403.444
PMP-004,0,5,1003.8,577.783,1.492,3.877,3.679,333.335,65.191,402.677
PMP-004,0,5,1007.0,504.37,1.557,3.917,3.356,338.931,59.734,398.573
PMP-003,0,4,4006.4,576.501,1.57,4.232,2.365,334.809,66.741,398.689
PMP-004,0,5,1009.0,587.909,1.644,4.34,4.02,334.007,70.517,399.679
PMP-004,0,5,1005.6,558.401,1.545,3.985,2.834,337.718,69.22,403.58
PMP-003,0,4,4008.3,570.288,1.535,3.913,5.727,338.554,66.225,400.714
PMP-003,0,4,4000.5,501.993,1.388,4.076,3.985,335.182,68.55,397.251
PMP002,0,3,9009.3,534.954,1.541,3.73,2.545,337.656,58.632,397.062
PMP-002,0,3,9009.5,610.691,1.331,3.726,3.385,335.305,68.593,399.836
PMP-001,1,3,13002.0,207.516,1.511,4.13,4.86,339.547,26.999,383.373
PMP-003,0,4,4001.6,602.008,1.404,4.022,2.376,330.698,69.551,400.625
PMP_002,0,3,9002.0,547.995,1.541,3.81,3.036,336.504,68.474,403.38
PMP-002,0,3,9003.9,526.225,1.441,3.764,4.492,334.819,69.943,398.858
PMP-004,0,5,1003.1,564.049,1.611,4.304,3.633,339.673,71.518,401.657
PMP-002,0,3,9007.3,518.488,1.674,3.959,4.739,332.873,72.576,399.779
PMP-004,0,5,1000.0,578.311,1.509,4.262,4.422,330.773,66.688,398.809
PMP-004,0,5,1008.3,555.084,1.318,3.797,3.459,336.534,70.248,399.891
PMP-001,1,3,13008.0,208.213,1.594,4.226,5.419,348.579,21.38,376.989
PMP - 003,0,4,4005.4,499.74,1.356,3.824,4.032,331.568,61.515,400.687
PMP-002,0,3,9008.8,630.231,1.412,4.044,3.953,331.028,,398.741
PMP-004,0,5,1008.4,546.178,1.623,3.904,2.291,,77.798,402.886
PMP-003,0,4,4007.4,610.512,1.467,4.073,4.979,333.68,74.39,399.736
PMP-003,0,4,4008.6,471.426,1.536,4.045,3.213,329.487,76.39,397.795
PMP-004,0,5,1001.1,566.192,1.638,4.044,3.352,337.514,64.799,401.644
PMP-003,0,4,4004.7,551.235,1.452,3.985,3.257,341.644,72.305,402.598
PMP_003,1,4,4009.3,469.683,1.314,3.996,12.473,378.678,90.705,394.391
PMP-003,0,4,4002.6,522.494,1.528,3.86,5.459,339.074,70.945,399.071
PMP-003,0,4,4009.3,528.563,1.58,4.16,3.566,341.44,62.249,404.057
PMP-003,0,4,4006.1,520.41,1.323,3.766,5.418,326.529,77.451,400.075
PMP-002,0,three,9009.0,526.702,1.326,3.825,63.406,337.416,72.165,399.405
PMP-004,0,5,1002.6,537.744,1.529,4.067,4.41,330.983,55.652,395.046
PMP-004,0,5,1006.5,551.442,1.591,4.07,1.969,334.908,80.823,398.026
PMP-004,0,5,1004.9,471.862,1.651,4.351,4.474,329.328,73.886,399.906
PMP-004,0,5,1009.8,617.94,1.337,4.032,4.599,338.534,67.545,400.619
PMP-003,0,4,4002.1,649.044,1.423,3.758,3.624,344.759,71.019,398.126
PMP-003,0,4,4008.6,605.374,1.531,4.28,4.561,338.693,68.067,399.312
PMP-004,0,5,1003.1,512.751,1.531,4.092,4.229,331.002,74.058,400.095
PMP-004,0,5,1009.9,597.241,1.446,4.08,6.222,339.346,68.651,400.178
PMP-004,0,5,1009.2,579.731,1.597,3.638,4.344,342.721,71.722,399.105
PMP-002,0,3,9009.4,567.25,1.613,4.269,4.492,327.292,70.694,401.161
PMP-003,0,4,4008.6,534.28,1.666,4.288,3.448,331.38,71.792,399.962
PMP-002,0,3,9001.8,545.093,1.538,3.85,2.492,333.899,65.448,401.405
PMP-003,0,4,4008.9,533.964,1.666,4.151,4.446,328.187,62.292,398.979
PMP-002,0,3,9006.1,569.143,1.451,4.149,5.692,323.852,66.013,397.779
PMP-002,0,3,9008.2,569.919,1.494,3.777,4.31,327.145,76.637,399.669
PMP-004,0,5,1001.9,631.575,1.583,4.257,3.323,330.467,64.875,402.278
PMP-003,0,4,4001.0,552.419,1.644,4.098,3.518,337.658,63.494,395.535
PMP-001,0,3,13002.0,524.688,1.618,3.97,4.618,332.814,65.002,402.625
PMP-002,0,3,9007.8,610.017,1.398,3.885,3.25,325.437,70.82,399.633
PMP-002,1,3,9001.8,516.206,1.675,4.424,8.55,336.544,154.877,387.47
PMP-004,0,5,1007.8,514.707,1.622,4.174,3.569,333.543,67.118,399.051
PMP-001,0,3,13002.1,559.065,1.632,4.082,3.725,334.585,65.688,400.731
PMP-004,0,5,1005.1,498.621,1.41,4.193,5.321,330.058,69.412,398.926
PMP-003,0,4,4003.3,560.449,1.62,4.137,4.2,331.148,68.859,399.995
PMP-001,0,3,13004.9,540.129,1.357,3.723,3.719,348.478,74.901,400.109
PMP-004,0,5,1001.9,551.205,1.439,3.642,2.787,338.748,69.976,400.328
PMP-002,0,3,9004.5,508.31,1.61,3.994,4.812,333.627,66.779,401.607
PMP-001,0,3,13003.9,530.641,1.672,4.29,6.306,329.617,83.389,397.302
PMP-002,0,3,9006.5,595.356,1.5,3.783,3.669,331.847,63.887,399.492
PMP-002,0,3,9006.3,640.761,1.602,3.95,3.663,334.286,70.712,396.81
PMP-004,0,5,1005.3,562.791,1.607,4.34,4.033,330.944,68.693,397.584
PMP-003,0,4,4000.8,596.927,1.404,4.073,4.663,334.781,74.865,400.099
PMP-003,0,4,4007.7,463.746,1.603,3.841,3.579,345.036,75.05,402.142
PMP-004,0,5,1008.4,532.106,1.381,4.219,5.477,334.182,67.382,398.872
PMP-002,0,3,9002.6,560.733,1.509,3.751,2.218,333.404,69.712,399.293
PMP-003,0,4,4000.5,512.217,1.335,3.86,4.341,339.001,64.397,399.698
PMP-004,0,5,1007.8,567.849,1.507,3.843,3.206,335.982,73.09,401.958
PMP-004,0,5,1001.6,554.821,1.408,4.159,1.377,331.241,74.575,397.564
PMP-003,0,four,4005.2,577.897,1.472,4.058,4.404,329.921,59.643,401.666
PMP-003,0,4,4002.1,484.731,1.507,3.797,2.863,334.808,61.629,399.14
PMP-002,0,3,9003.2,562.168,1.46,3.955,3.662,331.034,72.84,403.734
PMP-004,0,5,1003.1,591.249,1.586,4.326,3.843,340.027,68.416,396.3
PMP-002,0,3,9009.8,531.731,1.466,4.081,4.898,334.496,66.985,402.581
PMP-004,0,5,1002.3,518.616,1.458,4.199,3.275,331.333,72.048,398.227
PMP-003,0,4,4002.8,616.216,1.626,4.216,4.354,340.266,77.44,398.265
PMP-002,0,3,9005.6,556.946,1.564,4.198,4.83,334.715,70.773,400.388
PMP-002,0,3,9009.0,591.184,1.55,4.27,2.894,332.814,71.551,401.19
PMP-004,0,5,1001.8,560.454,1.516,3.693,5.051,326.789,65.502,402.005
PMP-003,0,4,4008.9,509.017,1.67,4.212,4.024,330.745,76.778,401.334
PMP-003,0,4,4001.5,468.348,1.738,4.084,4.83,334.013,70.922,400.922
PMP-004,0,5,1005.7,577.873,1.51,3.923,3.692,341.999,67.24,401.841
PMP-001,0,3,13002.4,498.866,1.586,4.187,2.449,329.414,72.269,397.611
PMP-001,0,three,13000.5,574.571,1.52,4.236,4.631,329.996,71.99,400.151
PMP-001,1,3,13002.6,487.568,1.37,3.496,5.032,349.479,143.253,391.072
PMP-004,0,5,1004.1,537.739,1.413,4.223,4.47,,69.946,401.422
PMP-002,0,3,9002.2,526.543,1.529,4.261,3.431,332.076,82.403,400.867
PMP-003,0,4,4003.5,556.059,1.386,3.802,2.859,345.484,71.141,398.069
PMP-002,0,3,9010.0,468.618,1.373,4.019,2.691,343.125,79.529,400.389
PMP-004,0,five,1001.6,509.296,1.426,3.847,5.478,343.161,71.248,400.571
PMP-001,0,3,13009.2,526.291,1.578,4.066,3.125,331.454,61.515,396.809
PMP-003,0,4,4009.7,596.545,1.536,3.927,4.116,331.766,64.346,402.385
PMP-003,0,4,4005.6,565.768,1.564,4.06,3.773,338.955,69.159,399.221
PMP-004,0,5,1001.8,574.866,1.536,3.733,4.953,337.401,72.62,396.581
pmp-002,0,3,9004.0,576.721,1.638,4.502,4.533,333.498,70.436,395.762
PMP-003,0,4,4009.5,549.256,1.495,4.154,4.074,329.654,67.404,400.048
PMP-003,0,4,4006.2,497.994,1.347,3.983,5.187,326.855,73.446,402.054
PMP003,0,4,4006.3,507.256,1.57,3.951,5.63,331.111,76.267,400.785
PMP-002,0,3,9002.6,534.898,1.527,4.328,3.601,339.304,62.383,402.149
PMP-004,0,5,1005.8,593.834,1.46,4.052,2.85,340.16,73.287,398.804
PMP-002,0,3,9003.5,572.523,1.392,3.646,3.493,338.688,75.319,404.724
PMP-003,0,four,4003.3,565.229,1.699,4.219,6.368,329.479,71.737,400.534
PMP-001,0,3,13004.8,545.238,1.493,4.56,3.01,,66.157,398.718
PMP-003,0,4,4003.2,545.067,1.363,3.839,4.615,335.765,63.121,398.172
PMP-003,0,4,4005.0,525.892,1.525,4.023,4.919,344.958,70.479,398.913
PMP-002,0,3,9001.8,581.129,1.509,3.845,4.589,342.067,70.675,400.063
PMP - 003,0,4,4000.7,548.746,1.602,4.249,4.761,332.872,72.545,1110.996
PMP-003,0,4,4004.0,558.895,1.555,4.405,3.295,339.187,343.571,403.084
PMP-004,0,5,1008.3,505.465,1.463,4.076,5.196,,66.373,405.499
PMP-003,0,4,4005.7,559.115,1.362,3.766,2.134,337.898,69.457,400.121
PMP-004,0,5,1000.5,526.816,1.409,3.811,2.425,337.503,514.504,398.613
PMP-004,0,5,1003.7,603.326,1.338,3.737,4.192,335.504,71.335,401.291
PMP-003,0,4,4004.1,554.89,1.529,3.961,5.109,329.601,67.738,400.708
PMP-003,0,4,4002.4,532.031,1.505,4.265,3.076,336.777,60.223,401.189
PMP-002,0,3,9003.2,621.698,1.554,3.947,5.32,337.067,58.881,399.207
PMP-004,0,5,1007.5,579.833,1.548,4.211,3.57,333.191,68.366,402.374
PMP-002,0,3,9006.7,530.376,1.6,4.05,4.124,338.193,78.567,399.797
PMP-003,0,4,4001.0,550.767,1.335,3.908,3.335,333.613,66.239,397.338
PMP_003,0,4,4009.0,582.671,1.455,4.113,5.359,337.73,67.074,399.978
PMP-003,0,4,4001.9,571.135,1.47,3.309,4.076,340.57,71.211,397.108
PMP-004,0,5,1001.6,522.839,1.482,4.349,5.53,338.68,71.67,398.66
PMP-004,0,5,1005.6,526.339,1.508,3.957,3.327,325.096,68.754,401.416
PMP-003,0,4,4008.5,522.545,1.58,3.849,4.831,334.998,73.562,402.062
PMP-001,0,3,13007.3,592.684,1.462,3.816,4.046,333.853,71.653,399.516
PMP-004,0,5,1000.1,510.474,1.516,4.142,2.077,339.318,68.513,396.929
PMP-004,0,5,1000.4,567.688,1.451,4.079,4.528,322.311,71.173,403.144
PMP-002,0,3,9001.7,546.299,1.534,4.672,3.124,338.855,66.04,401.311
PMP-003,0,4,4009.0,507.39,1.467,3.999,2.073,335.119,71.87,399.487
PMP-004,0,5,1008.6,553.169,1.487,3.939,3.188,325.647,62.51,397.479
PMP-002,0,3,9001.5,489.668,1.476,4.083,5.364,341.64,69.106,400.315
PMP-003,0,4,4009.1,557.957,1.396,3.93,4.75,329.681,81.179,399.749
PMP-002,0,3,9009.3,590.78,1.448,3.747,2.123,334.7,69.098,401.6
PMP-002,0,3,9005.8,506.668,1.476,3.893,3.879,336.608,69.397,403.583
PMP-002,0,3,9008.8,598.642,1.633,4.225,4.386,335.039,73.205,397.439
PMP002,0,3,9008.4,532.217,1.693,4.32,3.235,342.79,79.052,399.398
PMP-003,0,4,4004.9,520.047,1.396,3.811,3.049,322.648,63.458,398.515
PMP-002,0,3,9000.4,606.349,1.322,3.66,3.299,332.35,71.327,399.519
PMP-003,0,4,4001.0,503.662,1.527,4.285,3.629,335.509,69.798,403.411
PMP-001,0,3,13007.9,571.676,1.42,4.046,2.126,335.689,62.727,399.542
PMP-001,0,3,13009.5,538.627,1.646,3.986,5.259,342.466,66.234,399.844
PMP-001,0,3,13001.5,586.798,1.371,4.005,4.056,319.275,67.732,400.288
PMP-002,0,3,9007.7,575.939,1.606,4.086,4.707,337.018,73.274,398.223
PMP-002,0,3,9009.3,582.948,1.442,3.766,4.502,333.826,75.397,399.084
PMP-001,1,3,13006.0,231.346,1.601,4.162,6.592,344.946,23.83,397.113
PMP-003,0,4,4000.3,490.645,1.569,4.356,3.649,329.002,69.776,399.118
PMP-003,0,4,4003.6,507.501,1.545,4.213,2.33,342.429,77.506,401.039
PMP-003,0,4,4008.3,575.1,1.528,4.37,4.843,332.686,71.029,402.106
PMP-003,0,4,4008.5,573.456,1.641,4.652,5.3,337.364,67.873,399.742
PMP-002,0,3,9004.5,576.575,1.527,4.169,5.574,342.853,66.448,398.391
PMP-001,1,3,13006.3,577.039,1.399,3.751,14.717,1444.082,75.409,383.851
PMP-001,0,3,13002.0,513.196,1.664,3.938,7.247,333.828,72.678,401.697
PMP-002,0,3,9005.7,561.032,1.611,4.053,2.853,345.069,71.014,399.621
PMP-002,0,3,9008.6,469.896,1.521,4.155,4.06,328.262,63.137,397.113
PMP-002,0,3,9003.5,569.601,1.532,4.089,4.78,334.678,74.113,400.254
PMP-002,0,three,9004.9,572.915,1.432,4.105,3.751,340.059,65.225,399.249
PMP-002,0,3,9007.3,526.403,1.627,3.756,3.928,338.043,77.602,398.74
PMP-003,0,4,4006.2,564.837,1.557,4.279,3.989,334.988,63.532,397.131
PMP-002,0,3,9006.6,534.028,1.495,3.92,5.82,330.695,68.487,399.695
PMP-002,0,3,9004.5,570.695,1.499,4.401,4.246,330.793,59.626,397.386
PMP-002,0,3,9004.9,550.078,1.477,3.714,2.592,332.28,73.155,404.157
PMP-003,0,4,4003.1,524.552,1.256,3.799,4.527,334.565,72.694,403.483
PMP-003,0,four,4009.2,534.011,1.563,3.875,3.615,343.369,69.756,399.681
PMP-004,0,5,1007.7,602.804,1.423,4.086,5.231,333.982,71.548,400.192
PMP-003,0,4,4008.1,619.031,1.627,4.212,2.659,336.235,64.497,400.251
PMP-004,0,5,1004.5,483.264,1.522,3.943,2.085,330.624,63.573,399.022
PMP-003,0,4,4009.3,549.252,1.499,4.238,4.162,334.564,65.329,404.065
PMP-003,0,4,4008.0,529.284,1.539,4.22,1.821,333.635,71.11,395.079
PMP-003,1,4,4006.8,192.567,1.424,3.951,4.86,345.761,19.648,388.898
PMP-001,0,3,13004.8,580.509,1.603,3.868,3.184,329.989,68.096,397.336
PMP-001,0,3,13007.6,585.232,1.63,4.283,3.139,326.475,61.142,397.586
PMP-004,0,5,1006.7,506.68,1.595,3.871,4.437,337.369,69.554,402.264
PMP-002,1,3,9009.5,475.214,1.456,3.58,5.574,351.302,,383.297
PMP-004,0,5,1001.8,585.468,1.664,3.967,2.966,343.66,73.18,401.864
PMP003,0,4,4001.1,508.839,1.616,3.926,3.305,342.392,65.691,401.606
PMP-003,0,4,4003.1,622.998,1.485,3.414,3.19,328.711,75.107,401.0
PMP-002,0,3,9003.6,560.554,1.518,4.241,3.688,328.721,68.341,397.58
PMP-002,0,3,9002.9,526.588,1.338,4.045,4.81,339.885,61.756,401.505
PMP-004,0,5,1007.0,544.925,1.363,3.481,3.907,336.715,67.734,404.558
PMP-004,0,5,1009.6,579.454,1.641,4.038,4.175,344.459,68.614,399.655
PMP-003,0,4,4007.5,502.184,1.447,4.179,5.774,334.422,63.627,396.896
PMP-002,0,3,9007.0,488.381,1.33,3.754,,334.786,77.995,403.727
PMP-003,0,4,4002.3,572.819,1.458,3.812,2.835,336.836,57.49,401.225
PMP-002,0,3,9009.4,549.759,1.476,4.028,3.318,342.459,71.2,401.032
PMP-002,0,3,9002.3,529.754,1.552,3.76,3.62,338.991,73.368,399.761
PMP-003,0,4,4006.0,582.633,1.575,3.712,2.516,338.447,71.465,398.403
PMP-002,0,3,9001.2,577.992,1.417,4.184,5.047,334.573,70.993,400.578
PMP-003,0,4,4002.3,526.4,1.415,3.568,6.075,333.637,73.627,398.873
PMP-004,0,5,1006.1,527.008,1.564,3.964,6.154,328.223,69.53,405.542
PMP-001,0,3,13005.4,531.315,1.501,4.234,3.523,333.997,73.063,393.251
pmp-001,0,3,13003.9,515.991,1.501,4.13,4.435,332.079,74.363,396.727
PMP-002,0,3,9001.4,586.382,1.594,4.098,3.737,334.927,74.857,401.947
PMP-003,0,4,4007.2,602.432,1.591,3.99,4.198,340.169,72.022,401.882
PMP_002,0,3,9001.5,512.43,1.426,3.921,4.484,334.599,69.734,400.74
PMP-003,0,4,4001.5,626.584,1.514,4.138,3.778,335.806,74.14,398.388
PMP-002,0,3,9001.5,569.634,1.419,3.907,5.07,339.782,67.623,394.821
PMP-002,0,3,9006.8,527.524,1.646,4.229,5.064,338.848,65.884,401.44
PMP-004,0,5,1005.1,577.968,1.346,3.694,3.298,342.741,,401.192
PMP-004,0,5,1003.8,546.135,1.437,4.321,4.251,326.6,71.61,401.774
PMP-003,0,4,4007.8,562.318,1.525,4.022,5.711,328.916,75.888,401.295
PMP-003,0,4,4004.9,587.047,1.409,3.688,2.273,334.949,70.228,402.275
PMP-004,0,5,1003.5,645.553,1.455,4.051,3.412,333.14,66.492,399.792
PMP-002,0,3,9006.0,533.725,1.472,4.203,3.837,321.445,69.999,401.832
PMP-004,0,five,1005.7,556.121,1.579,4.02,2.255,337.776,62.989,397.148
PMP-003,0,4,4001.3,613.825,1.66,4.278,2.8,332.978,68.479,403.948
PMP-001,0,3,13002.8,511.75,1.625,4.184,4.237,333.508,76.142,399.902
PMP-004,0,5,1000.9,509.267,1.289,3.48,5.329,335.056,65.55,398.946
PMP-003,1,4,4003.9,471.083,1.47,4.123,17.833,378.467,76.631,380.084
PMP-002,0,3,9006.9,530.693,1.468,3.963,4.289,340.472,72.864,398.608
PMP-004,0,5,1004.2,516.374,1.519,4.236,5.037,332.54,69.072,398.51
PMP-004,0,5,1001.7,541.438,1.61,3.741,4.418,333.163,65.637,403.168
PMP-002,0,3,9004.2,526.018,1.356,3.523,3.832,328.649,75.636,399.053
