UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
8775,M23634,M,297.6,308.7,1408,51.5,4.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-16"", ""all_passed"": false}"
8776,H38189,H,297.5,308.6,1536,38.7,7.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-06-22"", ""all_passed"": true}"
8779,L55958,L,297.5,308.7,1454,45.0,19.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-04-02"", ""all_passed"": false}"
8797,L55976,L,297.2,308.3,1796,23.8,61.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-10-25"", ""all_passed"": true}"
8798,L55977,L,297.2,308.3,1569,31.2,63.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-22"", ""all_passed"": true}"
8816,H38229,H,297.3,308.5,1435,55.0,104.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-02"", ""all_passed"": false}"
8817,M23676,M,297.2,308.5,1425,45.8,109.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-11"", ""all_passed"": true}"
8819,M23678,M,297.4,308.7,1481,48.0,117.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-07-24"", ""all_passed"": true}"
8821,L56000,L,297.3,308.7,1551,40.0,125.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-22"", ""all_passed"": true}"
8822,H38235,H,297.4,308.7,1623,33.8,127.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-12-28"", ""all_passed"": true}"
8831,H38244,H,297.3,308.7,1430,42.8,153.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-09-12"", ""all_passed"": true}"
8836,H38249,H,297.4,308.8,1324,53.5,169.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-10-02"", ""all_passed"": true}"
8844,H38257,H,297.3,308.8,1564,38.0,191.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-11-22"", ""all_passed"": false}"
8847,M23706,M,297.4,308.8,1325,62.4,204.0,1,Overstrain Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-16"", ""all_passed"": true}"
8849,M23708,M,297.5,308.9,1436,44.8,2.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-11-21"", ""all_passed"": true}"
8859,L56038,L,297.8,308.9,1506,33.5,26.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-08-20"", ""all_passed"": true}"
8867,H38280,H,297.9,308.9,1416,39.6,45.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-08-22"", ""all_passed"": true}"
8875,L56054,l,298.1,309.3,1443,,70.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-12-07"", ""all_passed"": true}"
8882,H38295,H,298.0,309.2,1520,37.9,89.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-11"", ""all_passed"": true}"
8891,L56070,L,297.7,308.8,1616,34.2,114.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-02-27"", ""all_passed"": true}"
8892,M23751,M,297.7,308.9,1681,28.3,116.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-03-20"", ""all_passed"": false}"
8902,L56081,L,297.3,308.6,1446,50.1,144.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-07-13"", ""all_passed"": false}"
8904,M23763,M,297.4,308.7,1382,49.9,151.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-09-25"", ""all_passed"": false}"
8905,L56084,L,297.4,308.7,1584,38.2,154.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-06-29"", ""all_passed"": true}"
8908,M23767,M,297.2,308.6,1404,43.7,160.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-10-23"", ""all_passed"": true}"
8921,L56100,L,297.1,308.3,1496,45.8,190.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-12"", ""all_passed"": true}"
8922,L56101,L,297.1,308.1,1633,33.3,192.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-06-30"", ""all_passed"": true}"
8923,L56102,L,297.1,308.2,1399,42.6,194.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-01-25"", ""all_passed"": true}"
8924,M23783,M,297.0,308.1,1363,45.3,196.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-06"", ""all_passed"": true}"
8925,H38338,H,297.1,308.2,1527,42.2,199.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-08-13"", ""all_passed"": true}"
8929,L56108,L,297.4,308.4,1531,41.5,213.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-05-12"", ""all_passed"": true}"
8941,H38354,H,297.3,308.3,1935,19.3,24.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-29"", ""all_passed"": false}"
8942,M23801,M,297.3,308.3,1595,32.2,29.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-11-10"", ""all_passed"": true}"
8953,M23812,M,297.2,308.0,1478,42.5,56.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-29"", ""all_passed"": true}"
8954,L56133,l,297.3,308.0,1518,36.0,59.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-03-31"", ""all_passed"": true}"
8961,L56140,L,297.3,307.9,1797,24.7,75.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-11-14"", ""all_passed"": true}"
8962,M23821,M,297.3,308.0,1403,45.0,77.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-12-02"", ""all_passed"": true}"
8963,L56142,L,297.3,307.9,1628,30.2,80.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-26"", ""all_passed"": true}"
8966,L56145,L,297.1,307.9,1496,44.7,88.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-01-22"", ""all_passed"": true}"
8967,L56146,L,297.1,307.8,1636,30.3,90.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-01"", ""all_passed"": true}"
8978,M23837,M,296.9,307.5,1556,31.2,116.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-09"", ""all_passed"": true}"
8980,M23839,M,296.9,307.5,1332,51.1,121.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-11-21"", ""all_passed"": true}"
8990,L56169,L,297.2,307.9,1469,48.2,144.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-05-24"", ""all_passed"": true}"
8993,H38406,H,297.2,307.9,1450,37.2,151.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-04"", ""all_passed"": true}"
8994,M23853,M,297.2,307.9,1632,37.5,156.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-06-15"", ""all_passed"": true}"
9000,L56179,L,297.1,307.9,1492,39.4,171.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-12-02"", ""all_passed"": false}"
9002,L56181,L,297.0,307.8,1500,39.9,175.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-12-16"", ""all_passed"": true}"
9003,L56182,L,297.1,307.8,1477,36.6,,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-05-29"", ""all_passed"": true}"
9005,M23864,M,297.1,307.8,1538,34.3,181.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-01-17"", ""all_passed"": true}"
9010,L56189,L,297.3,307.9,1579,34.4,193.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-11-06"", ""all_passed"": true}"
9014,H38427,H,297.2,308.0,1435,43.0,202.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-29"", ""all_passed"": true}"
9018,M23877,M,297.3,308.1,1369,52.0,214.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-09-02"", ""all_passed"": false}"
9055,M23914,M,297.3,308.4,1521,38.2,87.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-08-18"", ""all_passed"": true}"
9062,M23921,M,297.2,308.4,1863,26.0,110.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-10-16"", ""all_passed"": true}"
9063,L56242,L,297.2,308.3,1576,35.3,113.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-08-17"", ""all_passed"": true}"
9064,L56243,L,297.2,308.3,1419,39.7,115.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-06-12"", ""all_passed"": true}"
9066,H38479,H,297.2,308.4,2182,17.3,119.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-06-07"", ""all_passed"": true}"
9069,H38482,H,297.1,308.2,1790,30.3,128.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-14"", ""all_passed"": true}"
9073,H38486,H,297.2,308.1,1770,27.2,140.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-02-09"", ""all_passed"": true}"
9087,L56266,L,297.1,307.8,1428,43.7,179.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-18"", ""all_passed"": true}"
9088,L56267,L,297.1,307.8,1681,27.6,181.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-08-14"", ""all_passed"": true}"
9090,L56269,L,297.2,307.9,1989,20.3,186.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-08-02"", ""all_passed"": true}"
9100,H38513,H,297.3,308.1,1477,52.3,2.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-10-20"", ""all_passed"": true}"
9105,M23964,M,297.4,308.3,1550,47.8,18.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-10-26"", ""all_passed"": true}"
9118,M23977,M,297.6,308.7,1475,46.6,54.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-03-22"", ""all_passed"": true}"
9119,L56298,L,297.6,308.6,1526,42.1,57.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-02"", ""all_passed"": true}"
9125,L56304,L,297.4,308.4,1426,50.4,70.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-06-08"", ""all_passed"": true}"
9132,H38545,H,297.6,308.6,1463,46.7,85.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-03-26"", ""all_passed"": true}"
9133,M23992,M,297.6,308.6,1585,42.0,90.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-11-20"", ""all_passed"": false}"
9137,L56316,L,297.7,308.7,1694,29.1,102.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-19"", ""all_passed"": true}"
9141,L56320,L,297.5,308.5,1373,39.9,110.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-02-03"", ""all_passed"": false}"
9159,H38572,H,297.4,308.4,1487,46.2,150.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-01-14"", ""all_passed"": true}"
9161,H38574,H,297.5,308.5,1671,28.0,158.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-01"", ""all_passed"": true}"
9165,L56344,L,297.6,308.6,2384,14.4,171.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-07-29"", ""all_passed"": true}"
9166,L56345,L,297.6,308.6,1326,62.4,173.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-11-04"", ""all_passed"": false}"
9184,L56363,l,297.9,309.1,1543,36.6,20.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-07-13"", ""all_passed"": true}"
9191,M24050,M,298.0,309.0,1439,38.5,34.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-02-19"", ""all_passed"": false}"
9195,L56374,L,297.9,308.9,1393,40.6,45.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-01-26"", ""all_passed"": true}"
9200,L56379,L,297.9,308.8,1613,31.4,,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""night"", ""date"": ""2024-03-03"", ""all_passed"": true}"
9207,M24066,M,297.9,308.9,1547,44.0,72.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-01-07"", ""all_passed"": true}"
9214,L56393,L,298.0,309.0,1679,32.4,90.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-07"", ""all_passed"": true}"
9218,L56397,L,297.8,308.8,1421,49.6,101.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-03"", ""all_passed"": true}"
9225,L56404,L,297.9,309.0,1450,46.8,118.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-02-11"", ""all_passed"": true}"
9229,M24088,M,298.1,309.1,1572,37.5,126.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-07-20"", ""all_passed"": true}"
9230,M24089,M,298.1,309.0,2042,17.8,129.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-29"", ""all_passed"": true}"
9236,M24095,M,298.2,308.9,1592,35.2,142.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-02-04"", ""all_passed"": true}"
9247,L56426,L,298.3,308.9,1862,27.0,172.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-23"", ""all_passed"": false}"
9250,L56429,L,298.3,309.0,1657,32.2,179.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-12-02"", ""all_passed"": true}"
9251,H38664,H,298.3,309.0,1823,25.9,181.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-12-23"", ""all_passed"": true}"
9255,L56434,L,298.3,309.1,1616,31.1,195.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""night"", ""date"": ""2024-08-16"", ""all_passed"": true}"
9256,L56435,L,298.2,309.0,1651,31.5,197.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-08-17"", ""all_passed"": true}"
9257,L56436,L,298.2,309.1,1569,35.2,199.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-04"", ""all_passed"": true}"
9274,H38687,H,298.2,308.7,1520,35.7,40.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-09-16"", ""all_passed"": true}"
9279,H38692,H,298.2,308.8,1606,39.9,53.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-02"", ""all_passed"": true}"
9280,M24139,M,298.2,308.8,1645,28.2,58.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-06-08"", ""all_passed"": false}"
9289,L56468,L,298.2,308.9,1444,53.1,83.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-11-17"", ""all_passed"": true}"
9290,L56469,L,298.2,308.9,1367,45.0,85.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-05-05"", ""all_passed"": true}"
9291,L56470,L,298.2,309.0,1418,44.2,87.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-12-20"", ""all_passed"": true}"
9292,L56471,L,298.2,309.0,1353,57.8,89.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-27"", ""all_passed"": true}"
9294,L56473,L,298.3,309.1,1437,38.0,93.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-11-18"", ""all_passed"": true}"
9295,L56474,L,298.1,309.0,1437,36.2,95.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-07-03"", ""all_passed"": true}"
9299,L56478,L,298.1,308.9,1313,50.6,108.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-02-11"", ""all_passed"": false}"
9302,M24161,M,298.1,308.9,1459,50.3,115.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-01-25"", ""all_passed"": true}"
9306,H38719,H,298.3,309.1,1646,30.2,125.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-05-28"", ""all_passed"": true}"
9307,M24166,M,298.3,309.2,1783,28.3,130.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-29"", ""all_passed"": true}"
9309,L56488,L,298.4,309.1,1423,48.0,135.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-07-23"", ""all_passed"": true}"
9310,L56489,L,298.3,309.2,1562,37.6,137.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-05-14"", ""all_passed"": true}"
9312,L56491,L,298.4,309.4,1540,43.2,141.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-12"", ""all_passed"": true}"
9314,L56493,L,298.5,309.4,1418,45.1,148.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-02-22"", ""all_passed"": true}"
9315,M24174,M,298.5,309.4,1565,33.7,150.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-07"", ""all_passed"": true}"
9316,L56495,l,298.5,309.5,1569,41.0,153.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-06-19"", ""all_passed"": true}"
9317,H38730,H,298.5,309.4,1417,41.2,155.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-02-21"", ""all_passed"": true}"
9318,L56497,L,298.5,309.5,1480,38.1,160.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-01-23"", ""all_passed"": true}"
9332,L56511,L,298.4,308.9,1496,37.9,194.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-10-20"", ""all_passed"": true}"
9333,M24192,M,298.5,309.0,1921,22.0,196.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-09-18"", ""all_passed"": true}"
9336,L56515,L,298.4,308.9,1501,50.0,203.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-04-06"", ""all_passed"": false}"
9338,H38751,H,298.5,308.9,1500,40.3,207.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-08"", ""all_passed"": true}"
9339,H38752,H,298.5,309.0,1531,30.8,212.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-07-12"", ""all_passed"": false}"
9343,H38756,H,298.3,308.9,1706,31.8,8.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-02-03"", ""all_passed"": true}"
9366,M24225,M,298.0,308.6,1254,55.8,65.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-22"", ""all_passed"": true}"
9368,L56547,L,297.9,308.5,1472,45.1,70.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-01-03"", ""all_passed"": true}"
9369,L56548,L,297.7,308.4,1510,38.6,72.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-04-07"", ""all_passed"": false}"
9381,L56560,L,297.4,308.1,1435,45.7,110.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-25"", ""all_passed"": true}"
9383,L56562,L,297.5,308.2,1610,33.6,115.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-08-20"", ""all_passed"": true}"
9388,H38801,H,297.4,307.9,1390,52.0,131.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-12-22"", ""all_passed"": true}"
9392,H38805,H,297.6,308.2,2071,18.5,144.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-12-05"", ""all_passed"": false}"
