UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
8554,M23413,M,298.1,309.0,1661,38.2,82.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-01-24"", ""all_passed"": true}"
2398,L49577,L,299.2,308.6,1582,38.8,156.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-05-02"", ""all_passed"": true}"
4219,M19078,M,302.0,310.6,1479,40.5,24.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-12-13"", ""all_passed"": true}"
587,L47766,L,297.6,309.6,1501,49.8,222.0,1,Overstrain Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-03-13"", ""all_passed"": true}"
1109,L48288,L,296.6,307.4,1504,45.8,58.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-23"", ""all_passed"": true}"
9611,L56790,L,299.0,310.1,1505,41.3,85.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-10-13"", ""all_passed"": true}"
3517,L50696,L,302.0,311.1,1402,47.8,182.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-03-08"", ""all_passed"": true}"
800,M15659,M,297.0,307.8,1579,34.1,94.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois""], ""shift"": ""day"", ""date"": ""2024-04-27"", ""all_passed"": true}"
4560,L51739,L,302.7,310.7,1433,43.7,13.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-08-30"", ""all_passed"": true}"
1515,M16374,M,298.1,308.8,1628,37.6,12.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-06-23"", ""all_passed"": true}"
7619,M22478,M,300.5,311.4,1312,51.4,60.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-08-03"", ""all_passed"": true}"
6932,M21791,M,300.8,311.4,1521,39.9,15.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-08-18"", ""all_passed"": true}"
5912,M20771,M,300.8,310.4,1288,64.0,3.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-11-18"", ""all_passed"": true}"
8939,M23798,M,297.4,308.4,1517,41.0,18.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-04-12"", ""all_passed"": true}"
8357,M23216,M,298.6,309.6,1344,59.4,200.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-05"", ""all_passed"": false}"
5237,L52416,L,303.8,313.1,1394,45.4,36.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-07"", ""all_passed"": false}"
5869,L53048,L,301.5,311.1,1731,27.9,101.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-27"", ""all_passed"": true}"
224,L47403,L,298.4,308.6,1569,34.4,160.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-09-08"", ""all_passed"": true}"
4660,M19519,Medium,303.1,311.2,1489,44.5,27.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-06-12"", ""all_passed"": true}"
2706,L49885,L,299.7,309.2,1326,64.8,71.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-05-03"", ""all_passed"": true}"
913,L48092,L,295.6,306.0,1569,40.4,174.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-10"", ""all_passed"": true}"
2407,L49586,L,299.1,308.6,1437,41.6,183.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-01-07"", ""all_passed"": true}"
4308,L51487,L,301.4,309.9,1259,63.9,20.0,1,Heat Dissipation Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-01-02"", ""all_passed"": true}"
3569,L50748,L,301.8,310.6,1372,54.7,95.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-05-23"", ""all_passed"": true}"
9049,M23908,M,297.3,308.4,1370,50.5,71.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-04-25"", ""all_passed"": false}"
983,L48162,L,296.2,306.9,1516,39.1,138.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-11-20"", ""all_passed"": false}"
4089,L51268,L,301.9,310.5,1477,42.4,128.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-11-24"", ""all_passed"": false}"
1135,M15994,M,296.9,307.8,1426,50.7,130.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-02-20"", ""all_passed"": true}"
65,L47244,L,299.0,309.1,1523,38.6,177.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-06-13"", ""all_passed"": true}"
3256,L50435,L,301.0,309.7,1491,42.9,165.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-10-15"", ""all_passed"": true}"
5725,L52904,L,302.3,311.8,1433,50.3,183.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-07-08"", ""all_passed"": true}"
933,L48112,L,295.6,306.0,1363,50.0,14.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-01-09"", ""all_passed"": true}"
8723,L55902,L,297.2,308.6,1366,50.4,74.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-07-12"", ""all_passed"": true}"
9894,M24753,M,298.9,309.6,1284,55.3,166.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-04"", ""all_passed"": true}"
4802,L51981,L,303.5,312.4,1574,32.7,175.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-08-09"", ""all_passed"": true}"
8803,L55982,L,297.4,308.6,1524,43.1,73.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-10-20"", ""all_passed"": true}"
1628,L48807,Low,297.9,307.8,1499,37.5,78.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-12-04"", ""all_passed"": false}"
8121,L55300,L,300.2,311.6,1767,26.4,20.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-11"", ""all_passed"": true}"
4870,L52049,L,303.7,312.4,1718,26.5,130.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-08-10"", ""all_passed"": true}"
6160,L53339,L,301.0,311.0,1399,58.0,190.0,1,Overstrain Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-04-30"", ""all_passed"": true}"
948,L48127,L,295.6,306.2,1428,44.5,51.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-22"", ""all_passed"": true}"
48,L47227,L,298.8,309.1,1418,46.3,133.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-05-03"", ""all_passed"": true}"
5129,L52308,L,304.2,313.4,1434,42.5,175.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-12-05"", ""all_passed"": true}"
6452,L53631,L,300.7,310.2,1696,27.5,73.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-06-03"", ""all_passed"": true}"
6508,L53687,L,301.0,310.1,1558,32.6,0.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-08-08"", ""all_passed"": true}"
7432,M22291,M,300.0,311.4,1352,61.8,10.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-10-08"", ""all_passed"": true}"
5883,L53062,L,301.4,311.1,1469,36.9,133.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-05"", ""all_passed"": true}"
6117,L53296,L,300.8,310.9,1453,43.9,84.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-07-12"", ""all_passed"": true}"
1621,L48800,L,297.9,307.7,1492,,59.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-06-30"", ""all_passed"": false}"
9504,M24363,M,299.2,310.3,1551,44.8,18.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-08-12"", ""all_passed"": false}"
405,L47584,L,297.3,308.6,1297,45.9,184.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-23"", ""all_passed"": false}"
8865,M23724,M,298.0,309.1,1574,34.8,40.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-09"", ""all_passed"": true}"
9698,M24557,M,298.8,309.8,1413,45.5,64.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-19"", ""all_passed"": true}"
7663,M22522,M,300.5,311.6,1658,30.4,170.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-03-12"", ""all_passed"": true}"
609,L47788,L,298.0,309.9,1403,47.7,43.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-13"", ""all_passed"": true}"
7002,L54181,L,300.5,310.5,1564,38.2,199.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-02-26"", ""all_passed"": true}"
4279,L51458,L,302.0,310.1,1409,50.4,172.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-07-10"", ""all_passed"": true}"
5270,L52449,L,303.5,312.9,1504,44.8,111.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-03-05"", ""all_passed"": false}"
7634,L54813,L,300.4,311.5,1441,44.6,96.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-18"", ""all_passed"": true}"
2177,M17036,M,299.6,309.3,1387,48.3,25.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-11-17"", ""all_passed"": true}"
3138,L50317,L,300.4,309.9,1567,36.5,72.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-01"", ""all_passed"": true}"
4395,L51574,L,302.2,310.0,1483,48.7,20.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-30"", ""all_passed"": true}"
7684,L54863,L,300.7,311.7,1524,43.5,222.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-26"", ""all_passed"": false}"
3797,M18656,M,302.1,310.8,1504,37.5,42.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-12-27"", ""all_passed"": true}"
1329,M16188,M,298.8,310.1,1719,28.8,206.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-07-25"", ""all_passed"": true}"
9111,M23970,M,297.6,308.6,1389,49.0,34.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-08-03"", ""all_passed"": true}"
7048,L54227,L,300.6,310.4,1401,42.6,114.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""swing"", ""date"": ""2024-09-18"", ""all_passed"": true}"
3421,L50600,L,301.6,310.6,1834,23.5,146.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-02"", ""all_passed"": true}"
9313,H38726,H,298.5,309.4,1573,33.6,143.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-10-29"", ""all_passed"": false}"
6029,L53208,L,300.6,310.9,1472,47.6,75.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-11-29"", ""all_passed"": false}"
8322,L55501,L,298.8,309.6,1442,50.0,104.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-02"", ""all_passed"": true}"
9452,H38865,H,298.0,308.7,1536,39.6,99.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-06-14"", ""all_passed"": true}"
6878,M21737,M,300.8,311.2,1488,40.1,87.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-01-16"", ""all_passed"": true}"
7068,M21927,M,300.8,310.7,1386,42.1,170.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-07-21"", ""all_passed"": false}"
4198,L51377,L,302.4,311.0,1573,36.5,193.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-05-23"", ""all_passed"": true}"
4527,L51706,L,302.4,310.4,1521,38.5,142.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-12"", ""all_passed"": false}"
7990,L55169,L,301.1,312.4,1430,37.9,124.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-28"", ""all_passed"": true}"
6562,L53741,L,301.5,310.7,1596,35.4,150.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-10-07"", ""all_passed"": true}"
7852,L55031,L,300.4,311.7,1373,47.2,3.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-01-20"", ""all_passed"": true}"
8633,L55812,L,297.3,308.3,1590,35.5,59.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-05-05"", ""all_passed"": false}"
5538,L52717,L,302.4,311.8,1648,30.0,122.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-06-02"", ""all_passed"": true}"
8310,M23169,M,298.7,310.0,1459,40.2,69.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-13"", ""all_passed"": true}"
369,L47548,l,297.5,308.4,1489,39.5,96.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-14"", ""all_passed"": true}"
2514,L49693,L,299.0,308.7,1583,32.5,25.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-03-24"", ""all_passed"": true}"
4485,M19344,M,302.6,310.4,1451,43.1,35.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-12-19"", ""all_passed"": true}"
5240,L52419,L,303.7,313.0,1753,29.0,42.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-09"", ""all_passed"": true}"
9239,M24098,M,298.2,308.8,1456,41.2,150.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-11"", ""all_passed"": true}"
2644,M17503,M,299.8,309.4,1401,48.1,143.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-07-24"", ""all_passed"": false}"
3989,L51168,L,302.2,311.3,1554,40.2,118.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-10-10"", ""all_passed"": true}"
1210,H30623,H,297.0,308.1,2540,13.3,98.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-04-15"", ""all_passed"": true}"
4529,L51708,L,302.5,310.5,1507,39.5,147.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-08-18"", ""all_passed"": true}"
9781,M24640,M,298.8,309.8,1477,46.7,59.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-07"", ""all_passed"": true}"
545,M15404,M,297.5,309.4,1831,26.6,105.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-01-13"", ""all_passed"": true}"
1089,M15948,M,296.9,307.8,1392,43.9,0.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-12"", ""all_passed"": true}"
9756,H39169,H,298.5,309.7,1561,35.3,208.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-03-11"", ""all_passed"": true}"
9127,L56306,L,297.4,308.5,1477,40.7,74.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-03-11"", ""all_passed"": true}"
2902,L50081,L,300.6,309.4,1425,40.3,103.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-19"", ""all_passed"": false}"
3312,L50491,L,301.3,310.4,1459,44.7,92.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-04-10"", ""all_passed"": true}"
1021,L48200,L,296.3,307.3,1372,,33.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-05-02"", ""all_passed"": true}"
8834,L56013,L,297.4,308.8,1529,41.3,165.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-09-24"", ""all_passed"": true}"
9409,H38822,H,297.9,308.4,1637,34.5,191.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-05-07"", ""all_passed"": false}"
3560,M18419,M,301.7,310.7,1659,29.9,73.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-07-06"", ""all_passed"": true}"
6611,L53790,L,301.5,310.4,1543,,55.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-08-13"", ""all_passed"": true}"
29,L47208,L,299.1,309.4,1439,44.2,82.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-02-21"", ""all_passed"": true}"
5951,L53130,L,300.7,310.8,1689,28.9,100.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-07-06"", ""all_passed"": true}"
8453,M23312,M,298.6,310.0,1512,37.5,27.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-10-14"", ""all_passed"": true}"
3644,L50823,L,302.3,311.6,1784,26.4,79.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-12-30"", ""all_passed"": false}"
5603,L52782,L,302.9,312.1,1334,54.7,88.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-09-12"", ""all_passed"": true}"
2869,L50048,L,300.8,309.7,1418,46.6,12.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-09"", ""all_passed"": false}"
8011,L55190,L,300.8,311.8,1323,61.1,178.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-05-08"", ""all_passed"": true}"
6785,M21644,M,301.3,310.7,1391,52.5,61.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-05-17"", ""all_passed"": true}"
2543,H31956,H,299.2,308.9,1712,26.4,95.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-01-03"", ""all_passed"": true}"
4085,L51264,L,302.0,310.4,1611,35.6,117.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-20"", ""all_passed"": true}"
9037,L56216,L,297.3,308.3,1519,37.7,45.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-15"", ""all_passed"": true}"
4707,L51886,L,303.5,311.7,1959,22.3,157.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-02-11"", ""all_passed"": true}"
9742,L56921,L,298.9,310.1,1495,42.9,175.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-07-07"", ""all_passed"": true}"
6205,M21064,M,300.9,310.8,1519,34.9,73.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-09-20"", ""all_passed"": true}"
5407,L52586,L,302.7,312.4,1360,47.8,11.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-07-27"", ""all_passed"": true}"
6516,L53695,L,301.0,310.0,1480,43.5,21.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-06-26"", ""all_passed"": true}"
9572,L56751,L,299.7,310.8,1589,36.0,190.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-07-28"", ""all_passed"": true}"
3021,L50200,L,300.4,309.6,1543,38.1,209.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-03-10"", ""all_passed"": true}"
6061,L53240,L,301.0,311.1,1615,35.6,158.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
2953,H32366,H,300.7,309.5,1667,30.5,29.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-03-31"", ""all_passed"": true}"
5742,M20601,M,302.3,311.7,1483,40.5,8.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-08-23"", ""all_passed"": false}"
9733,L56912,L,298.9,310.0,2231,17.4,151.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-09-15"", ""all_passed"": true}"
